CheckedEST,Link,Date,C_Alcona,C_Alger,C_Allegan,C_Alpena,C_Antrim,C_Arenac,C_Baraga,C_Barry,C_Bay,C_Benzie,C_Berrien,C_Branch,C_Calhoun,C_Cass,C_Charlevoix,C_Cheboygan,C_Chippewa,C_Clare,C_Clinton,C_Crawford,C_Delta,C_Dickinson,C_Eaton,C_Emmet,C_Genesee,C_Gladwin,C_Gogebic,C_GrandTraverse,C_Gratiot,C_Hillsdale,C_Houghton,C_Huron,C_Ingham,C_Ionia,C_Iosco,C_Iron,C_Isabella,C_Jackson,C_Kalamazoo,C_Kalkaska,C_Kent,C_Keweenaw,C_Lake,C_Lapeer,C_Leelanau,C_Lenawee,C_Livingston,C_Luce,C_Mackinac,C_Macomb,C_Manistee,C_Marquette,C_Mason,C_Mecosta,C_Menominee,C_Midland,C_Missaukee,C_Monroe,C_Montcalm,C_Montmorency,C_Muskegon,C_Newaygo,C_Oakland,C_Oceana,C_Ogemaw,C_Ontonagon,C_Osceola,C_Oscoda,C_Otsego,C_Ottawa,C_PresqueIsle,C_Roscommon,C_Saginaw,C_Sanilac,C_Schoolcraft,C_Shiawassee,C_StClair,C_StJoseph,C_Tuscola,C_VanBuren,C_Washtenaw,C_Wayne,C_Wexford,C_MDOC,C_FCI,C_OutState,C_NR,C_TOTAL,C_Detroit,C_Probable,C_Notes,C_Male,C_Female,C_SexNR,C_0_9,C_10_19,C_0_19,C_20_29,C_30_39,C_40_49,C_50_59,C_60_69,C_70_79,C_80_plus,C_AgeNR,C_Native,C_Asian,C_Black,C_White,C_Many,C_Other,C_RaceNR,C_Hispanic,C_NonHispanic,C_HispanicNR,C_Arab,C_NonArab,C_ArabNR
2020-10-01 20:22,"https://web.archive.org/web/20201002002237/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-01,37,19,708,127,63,66,30,300,939,78,1726,577,1352,565,97,76,52,105,621,117,517,180,629,150,3958,97,155,445,258,330,495,189,3560,345,191,214,645,1115,2505,75,9446,11,35,541,108,808,1220,12,51,14331,76,337,120,220,380,536,49,1392,320,14,1506,378,16772,498,53,42,89,25,160,3391,25,84,2833,145,29,499,904,711,449,694,3419,33059,114,5614,190,177,3,125578,14468,13434,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",59969,65321,288,2557,11471,,23964,17393,17863,18992,15090,9633,8507,108,595,2466,26247,63541,8453,8160,16116,8%,70%,22%,5%,54%,41%
2020-10-02 21:34,"https://web.archive.org/web/20201003013400/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-02,39,21,721,127,64,67,31,304,942,78,1733,579,1374,568,98,78,53,106,629,117,536,196,634,152,4013,97,159,456,259,330,525,189,3595,350,191,221,648,1123,2547,74,9534,11,35,543,107,814,1229,13,53,14394,78,341,121,222,386,541,51,1401,322,15,1509,383,16826,498,53,43,87,25,164,3429,25,84,2846,147,32,508,910,718,455,700,3451,33125,115,5620,190,179,1,126358,14487,13638,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",60330,65731,297,2574,11557,,24149,17488,17977,19121,15169,9680,8539,104,601,2481,26316,64145,8514,8205,16096,8%,70%,22%,5%,54%,41%
2020-10-03 17:00,"https://web.archive.org/web/20201003210025/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-03,38,21,730,127,63,67,35,314,953,79,1759,586,1410,586,98,77,54,108,640,117,575,208,649,154,4069,98,160,466,262,333,535,189,3633,358,196,242,659,1149,2596,75,9664,11,35,544,109,822,1247,12,54,14480,82,352,121,228,394,548,52,1412,328,15,1519,390,16930,500,53,44,91,25,163,3472,25,85,2869,147,33,511,918,725,459,713,3485,33261,117,5620,190,190,3,127516,14520,13755,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",60866,66350,300,2602,11682,,24387,17645,18145,19308,15292,9762,8589,104,606,2504,26401,64907,8561,8298,16239,8%,70%,22%,5%,54%,41%
2020-10-05 15:58,"https://web.archive.org/web/20201005195823/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-05,40,22,747,127,63,70,35,321,964,80,1782,592,1446,597,101,77,54,111,644,118,621,212,659,159,4153,101,164,472,268,336,569,191,3680,371,199,251,665,1164,2636,76,9845,13,37,550,108,827,1262,13,54,14643,83,365,124,234,408,555,52,1431,339,16,1532,403,17082,502,55,45,92,25,166,3526,25,86,2893,146,34,518,927,734,462,717,3514,33422,119,5620,190,187,4,128923,14561,13803,"*Note on cases (10/05/20): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, October 3rd.  Over the two days, the average number of new confirmed cases is ~703  per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",61564,67055,304,2645,11864,,24672,17811,18326,19526,15452,9875,8644,108,617,2533,26496,65907,8609,8373,16388,8%,70%,22%,5%,55%,41%
2020-10-06 21:39,"https://web.archive.org/web/20201007013908/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-06,40,21,762,127,64,70,36,331,967,79,1793,595,1467,605,101,78,54,114,651,118,630,235,670,161,4219,103,166,473,272,339,583,191,3709,371,201,254,677,1190,2679,76,9916,14,37,552,110,844,1275,16,62,14698,82,369,125,237,419,563,53,1448,343,16,1550,409,17147,502,55,45,92,25,167,3558,26,87,2910,148,35,518,942,740,462,722,3541,33569,118,5624,190,187,5,129825,14587,14052,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",62004,67516,306,2666,11946,,24838,17950,18434,19676,15570,9949,8693,104,624,2556,26559,66705,8645,8409,16328,8%,70%,22%,5%,55%,40%
2020-10-07 19:14,"https://web.archive.org/web/20201007231422/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-07,40,23,771,127,67,70,37,339,976,80,1821,601,1512,610,101,80,53,115,660,119,657,240,682,161,4265,103,166,485,274,346,606,196,3754,384,201,260,693,1217,2724,76,9999,10,37,557,110,852,1286,17,63,14785,82,379,128,245,426,574,53,1460,348,16,1566,415,17213,505,57,45,92,29,168,3594,26,89,2923,150,35,524,951,748,464,724,3577,33682,122,5628,190,190,16,130842,14615,14250,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",62484,68044,314,2687,12047,,25030,18094,18566,19836,15690,10035,8753,104,631,2584,26625,67451,8696,8466,16389,8%,70%,22%,5%,55%,40%
2020-10-09 10:32,"https://web.archive.org/web/20201009143242/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-08,40,25,781,127,70,70,42,355,987,83,1844,606,1557,617,101,82,55,117,668,118,690,256,701,162,4321,106,169,500,281,347,639,199,3812,389,203,263,706,1235,2781,78,10112,12,37,564,110,861,1303,18,65,14868,85,380,128,263,444,586,54,1467,354,16,1577,420,17309,507,59,47,92,30,170,3641,27,90,2943,150,36,531,964,759,470,735,3617,33806,122,5634,190,201,2,132039,14641,14454,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",68702,63005,332,2710,12186,,25261,18253,18733,20017,15852,10128,8793,106,640,2614,26713,68298,8757,8573,16444,8%,70%,22%,5%,55%,40%
2020-10-09 22:02,"https://web.archive.org/web/20201010020206/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-09,40,31,794,127,71,74,43,363,994,85,1848,610,1586,623,101,82,57,125,683,119,701,258,719,164,4367,110,170,509,288,349,645,200,3876,406,205,278,718,1259,2835,79,10238,12,37,568,110,871,1310,21,74,14968,85,399,128,269,456,589,54,1473,358,17,1599,424,17398,508,59,47,94,30,172,3693,27,90,2963,150,38,540,977,775,469,744,3651,33901,123,5647,190,195,1,133134,14657,14682,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",63551,69255,328,2743,12311,,25464,18408,18898,20186,15966,10206,8844,108,647,2638,26778,69076,8797,8633,16565,8%,70%,22%,5%,55%,40%
2020-10-10 15:58,"https://web.archive.org/web/20201010195853/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-10,40,36,806,128,70,74,46,378,998,85,1892,617,1635,635,103,83,57,137,692,119,712,286,735,164,4456,113,176,511,301,358,654,202,3912,420,207,281,731,1298,2919,81,10401,12,37,582,111,878,1330,20,81,15095,86,428,132,277,467,601,54,1483,361,17,1610,431,17551,511,59,50,95,30,177,3742,27,93,2973,151,39,539,989,782,472,757,3694,34091,123,5657,190,211,10,134655,14704,14808,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",64295,70021,340,2793,12478,,25718,18635,19125,20426,16160,10296,8918,107,656,2663,26876,70059,8865,8723,16814,8%,70%,22%,5%,55%,40%
2020-10-12 19:02,"https://web.archive.org/web/20201012230207/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-12,40,38,831,129,72,75,46,401,1032,88,1929,621,1680,645,107,85,57,140,708,121,730,327,746,164,4547,116,178,518,311,364,669,204,3975,438,211,287,762,1326,3002,84,10636,13,38,592,113,897,1357,21,84,15248,89,442,136,287,478,611,54,1501,378,17,1636,448,17704,516,61,54,99,31,176,3804,27,91,2996,153,40,555,1006,795,473,780,3756,34244,124,5690,190,218,2,136465,14734,14931,"Note on cases (10/12/20): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, October 10th.  Over the two days, Sunday and Monday, the average number of new confirmed cases is ~904  per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",65211,70920,334,2847,12705,,26069,18900,19352,20673,16380,10430,8998,111,671,2704,27011,71333,8956,8833,16957,8%,71%,22%,5%,56%,39%
2020-10-13 20:26,"https://web.archive.org/web/20201014002622/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-10-13,40,48,842,129,73,75,46,413,1044,88,1944,637,1720,653,108,85,58,151,718,121,744,337,752,164,4617,117,182,530,314,364,668,205,4007,442,211,289,765,1339,3021,84,10752,14,39,604,114,911,1375,21,87,15335,91,466,140,293,489,614,54,1507,388,17,1643,452,17825,516,62,54,99,31,177,3846,29,93,3029,153,43,556,1016,830,475,783,3804,34400,124,5787,190,225,4,137702,14754,15160,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",65835,71532,335,2867,12836,,26325,19110,19533,20841,16512,10516,9049,113,685,2728,27125,72160,9014,8863,17127,8%,71%,22%,5%,56%,39%
